Community_ID,Community_Name,State,Country,Population,Population_Density,Average_Monthly_Waste_Generated_Tons,Waste_Collection_Frequency_Per_Week,Illegal_Dumping_Reports,Blocked_Drainage_Incidents,Flood_Incidents_Last_Year,Distance_To_Waste_Disposal_Site_KM,Environmental_Complaints,Sanitation_Awareness_Score,Waste_Recycling_Rate,Economic_Status_Index,Infrastructure_Quality_Score,Year_Data_Collected,Risk_Level,Hotspot_Status,Risk_Score _Original,EcoTrack_Risk_Category_Original,Risk_Score_Corrected,EcoTrack_Risk_Category_Corrected,Date,Early_Warning_Flag,Collection_Gap_Flag,Disposal_Acess_Flag
685,South Gate 98,Rivers,Nigeria,38669,156,12.18,1,12,5,2,18.2,36,13,23,6,65,2024,High,No,11.35,Medium Risk,0.435060849,Low,15/02/2024,Stable,Adequate,Standard
686,South Park 57,Akwa Ibom,Nigeria,26212,200,6.81,2,14,4,2,67.3,21,62,13,2,52,2024,Medium,No,9.55,Medium Risk,0.403294674,Low,23/11/2024,Stable,Adequate,Standard
687,North Market 37,Oyo,Nigeria,43687,60,16.95,2,7,4,3,69.7,26,63,37,1,60,2023,Medium,No,8.1,Medium Risk,0.34118083,Low,22/07/2023,Stable,Adequate,Standard
688,South District 129,Kano,Nigeria,23314,446,7.62,2,12,6,4,27.7,40,37,11,5,50,2023,High,Yes,12.7,Medium Risk,0.530814437,Medium,5/1/2023,Stable,Adequate,Standard
689,Old Gate 110,Akwa Ibom,Nigeria,23026,180,6.24,2,14,6,3,18.6,30,54,27,2,52,2024,High,Yes,11.65,Medium Risk,0.50368343,Low,1/8/2024,Stable,Adequate,Standard
690,East Village 162,Oyo,Nigeria,43678,604,12.61,2,8,3,3,57.5,28,46,12,4,60,2024,Medium,Yes,8.5,Medium Risk,0.338934107,Low,16/05/2024,Stable,Adequate,Standard
691,Central Estate 8,Akwa Ibom,Nigeria,29627,175,8.51,1,14,6,3,63,28,50,18,7,52,2023,High,Yes,11.35,Medium Risk,0.498420273,Low,7/3/2023,Stable,Adequate,Standard
692,New Gate 144,Kaduna,Nigeria,33186,59,10.23,1,19,10,4,74.7,48,21,25,5,45,2022,High,Yes,17.35,High Risk,0.749297899,Critical,22/04/2022,Stable,Adequate,Structural Hotspot
693,New Gate 127,Rivers,Nigeria,73959,332,26.13,1,15,6,4,73.3,38,54,18,3,65,2022,High,Yes,13.45,Medium Risk,0.571203453,Medium,1/9/2022,Stable,Underserved,Standard
694,East Gate 180,Akwa Ibom,Nigeria,77096,161,22.27,1,17,9,5,40.6,52,17,13,5,52,2023,High,No,17.25,High Risk,0.737912159,Critical,16/12/2023,Stable,Underserved,Standard
695,West Estate 54,Imo,Nigeria,29388,225,9.24,1,13,8,3,24.2,36,27,16,3,50,2024,High,Yes,12.7,Medium Risk,0.549710058,Medium,25/01/2024,Stable,Adequate,Standard
696,South District 87,Lagos,Nigeria,47700,598,16.34,2,8,2,1,6.8,27,34,19,5,80,2024,Medium,No,7.6,Medium Risk,0.251075255,Low,1/4/2024,Stable,Adequate,Standard
697,New Quarter 108,Bauchi,Nigeria,101913,114,31.93,1,12,7,4,24,46,10,7,2,40,2023,High,Yes,13.85,Medium Risk,0.569331184,Medium,8/8/2023,Stable,Underserved,Standard
698,East Park 33,Borno,Nigeria,48865,92,14.51,1,15,9,4,72.5,48,13,1,1,35,2023,High,Yes,15.7,High Risk,0.665701061,High,27/05/2023,At Risk,Adequate,Standard
699,Central Gate 102,FCT,Nigeria,60007,416,16.94,1,10,3,0,10.5,18,37,30,4,85,2024,Medium,No,6.95,Low Risk,0.2493031,Low,7/12/2024,Stable,Underserved,Standard
700,New Gate 65,Borno,Nigeria,24775,242,6.14,1,19,8,3,16,42,14,9,2,35,2023,High,No,15.7,High Risk,0.65680388,High,12/4/2023,Stable,Adequate,Standard
701,Central Estate 68,Oyo,Nigeria,20980,143,5,1,14,5,1,59.1,26,40,23,1,60,2022,High,Yes,10.3,Medium Risk,0.407929842,Low,4/6/2022,Stable,Adequate,Standard
702,South Area 134,Oyo,Nigeria,20595,207,6.99,1,13,5,4,35.2,47,14,2,6,60,2022,High,Yes,13.85,Medium Risk,0.541725608,Medium,18/10/2022,Stable,Adequate,Standard
703,Central Village 177,FCT,Nigeria,51517,618,17.59,3,5,4,0,29.1,9,74,35,5,85,2024,Low,No,4.1,Low Risk,0.172259205,Low,12/5/2024,Stable,Adequate,Standard
704,South Park 66,Kano,Nigeria,33718,139,10.35,1,13,4,3,17.9,37,14,23,3,50,2024,High,No,11.85,Medium Risk,0.461432546,Low,27/02/2024,Stable,Adequate,Standard
705,New Park 83,Imo,Nigeria,33592,185,8.93,1,16,6,4,68.5,38,37,23,3,50,2022,High,Yes,13.8,Medium Risk,0.586420845,Medium,20/09/2022,Stable,Adequate,Structural Hotspot
706,New Area 2,Bauchi,Nigeria,20513,131,7.44,1,20,9,5,51.4,45,32,23,1,40,2023,High,Yes,17.25,High Risk,0.765143281,Critical,4/6/2023,At Risk,Adequate,Standard
707,East Village 62,Bauchi,Nigeria,34048,197,8.18,1,18,9,5,76.5,45,37,0,1,40,2024,High,No,16.55,High Risk,0.734708498,Critical,6/5/2024,At Risk,Adequate,Structural Hotspot
708,East Market 109,Rivers,Nigeria,75309,390,29.98,1,14,7,3,65.6,31,53,17,4,65,2024,High,Yes,12.05,Medium Risk,0.529042282,Medium,16/07/2024,Stable,Underserved,Standard
709,South Estate 145,FCT,Nigeria,43166,335,15.06,2,11,4,1,21.3,20,44,32,3,85,2022,Medium,No,8.1,Medium Risk,0.323760922,Low,17/11/2022,Stable,Adequate,Standard
710,East Quarter 96,FCT,Nigeria,93126,519,31.23,2,10,6,4,12.4,46,29,29,5,85,2023,Medium,Yes,12.9,Medium Risk,0.516169128,Medium,25/10/2023,Stable,Adequate,Standard
711,West Village 8,Borno,Nigeria,19034,68,5.82,1,19,8,3,51.6,29,53,12,2,35,2023,High,Yes,13.75,Medium Risk,0.622593353,Medium,4/9/2023,At Risk,Adequate,Standard
712,South Estate 40,Imo,Nigeria,54589,286,21.84,1,17,9,5,18.7,42,49,28,4,50,2023,High,No,15.75,High Risk,0.71159637,Critical,23/03/2023,Stable,Underserved,Standard
713,South Estate 26,Imo,Nigeria,58187,97,17.64,1,18,6,4,78.7,45,19,23,1,50,2024,High,Yes,15.55,High Risk,0.63527668,High,24/12/2024,Stable,Underserved,Structural Hotspot
714,Old Estate 156,Borno,Nigeria,20814,76,7.38,1,17,9,5,77.5,45,37,13,2,35,2022,High,No,16.2,High Risk,0.719491107,Critical,27/01/2022,At Risk,Adequate,Structural Hotspot
715,West Market 102,Bauchi,Nigeria,23620,164,6.91,1,18,9,5,77.1,54,14,25,1,40,2024,High,No,17.9,High Risk,0.758392709,Critical,25/06/2024,At Risk,Adequate,Structural Hotspot
716,Old Area 132,Oyo,Nigeria,17164,319,5.84,1,15,7,5,56.1,43,45,26,3,60,2024,High,Yes,14.7,High Risk,0.638338621,High,1/9/2024,Stable,Adequate,Standard
717,New Quarter 36,Imo,Nigeria,52858,93,14.01,2,12,6,3,66.8,28,57,0,1,50,2022,High,Yes,10.65,Medium Risk,0.46798549,Low,22/05/2022,Stable,Adequate,Standard
718,East Estate 173,Imo,Nigeria,61423,164,19.56,1,17,8,4,37.4,34,38,30,5,50,2024,High,Yes,14.05,High Risk,0.636566466,High,17/05/2024,Stable,Underserved,Standard
719,New Quarter 72,Rivers,Nigeria,81998,111,18.16,1,11,4,2,68.6,29,37,22,6,65,2023,High,Yes,9.7,Medium Risk,0.378695132,Low,16/11/2023,Stable,Underserved,Standard
720,Old Park 181,Kano,Nigeria,30923,115,9.28,1,14,7,6,48.6,53,25,21,2,50,2023,High,Yes,16.1,High Risk,0.680687019,High,4/4/2023,Stable,Adequate,Standard
721,East Gate 39,Enugu,Nigeria,30743,93,9.55,1,12,3,1,47.3,27,23,29,6,55,2024,High,Yes,9.25,Medium Risk,0.334672093,Low,13/01/2024,Stable,Adequate,Standard
722,West District 170,Bauchi,Nigeria,56914,403,16.43,1,17,8,5,19.2,43,41,32,1,40,2024,High,Yes,15.65,High Risk,0.691500676,High,8/10/2024,Stable,Underserved,Standard
723,West Market 139,Enugu,Nigeria,58894,341,16.57,1,16,7,3,70,30,45,31,3,55,2024,High,Yes,12.6,Medium Risk,0.556845486,Medium,16/02/2024,Stable,Underserved,Structural Hotspot
724,New District 20,Akwa Ibom,Nigeria,37942,246,10.57,1,12,7,3,26.6,35,27,36,1,52,2023,High,Yes,11.95,Medium Risk,0.509133815,Medium,9/8/2023,Stable,Adequate,Standard
725,South Park 148,Imo,Nigeria,69887,122,22.8,1,17,8,6,26.6,41,47,18,6,50,2023,High,Yes,15.6,High Risk,0.717487518,Critical,2/1/2023,Stable,Underserved,Standard
726,West Quarter 16,Bauchi,Nigeria,33664,151,10.02,2,13,7,5,46.3,48,26,22,3,40,2024,High,Yes,14.75,High Risk,0.621061733,Medium,22/12/2024,Stable,Adequate,Standard
727,South Park 51,Enugu,Nigeria,62216,242,12.48,1,12,5,3,70.1,38,10,25,1,55,2022,High,Yes,11.9,Medium Risk,0.471574007,Low,7/2/2022,Stable,Adequate,Standard
728,Central Gate 199,Imo,Nigeria,37115,375,12.12,1,19,8,5,54.5,49,15,23,4,50,2022,High,No,17.25,High Risk,0.737724932,Critical,17/08/2022,Stable,Adequate,Standard
729,Old Gate 23,Plateau,Nigeria,15767,203,5.5,1,11,4,3,56.6,32,44,44,1,48,2024,High,Yes,10.4,Medium Risk,0.417839869,Low,26/12/2024,Stable,Adequate,Standard
730,Old Estate 139,Kaduna,Nigeria,70799,193,21.75,1,19,8,3,37.5,42,10,19,1,45,2023,High,Yes,15.7,High Risk,0.65680388,High,11/12/2023,Stable,Underserved,Standard
731,North Market 111,Rivers,Nigeria,53293,122,18.88,1,16,7,3,29.8,41,12,25,4,65,2024,High,Yes,14.25,High Risk,0.585792854,Medium,28/03/2024,Stable,Underserved,Standard
732,Old Village 63,Bauchi,Nigeria,47124,282,13.68,1,17,7,4,36.2,40,33,16,4,40,2024,High,Yes,14.7,High Risk,0.629628667,High,10/5/2024,Stable,Adequate,Standard
733,New Park 161,Bauchi,Nigeria,48627,240,20.19,1,17,9,6,60.7,46,46,33,2,40,2024,High,Yes,16.6,High Risk,0.753372686,Critical,15/02/2024,At Risk,Underserved,Structural Hotspot
734,New Market 25,Rivers,Nigeria,68434,110,18.24,2,15,5,4,65.8,35,46,41,6,65,2023,High,Yes,12.75,Medium Risk,0.540581444,Medium,1/1/2023,Stable,Adequate,Standard
735,Old Park 63,Rivers,Nigeria,78958,116,28.98,1,14,7,4,36.1,41,37,18,1,65,2024,High,Yes,13.8,Medium Risk,0.586608072,Medium,7/7/2024,Stable,Underserved,Standard
736,East Area 12,Imo,Nigeria,52575,296,22.17,2,14,5,6,69.1,54,30,54,3,50,2024,High,Yes,15.75,High Risk,0.637864052,High,25/03/2024,Stable,Adequate,Standard
737,Central Estate 1,Plateau,Nigeria,37788,129,12.86,1,20,9,4,46.1,40,40,0,1,48,2024,High,Yes,16.25,High Risk,0.720735386,Critical,1/11/2024,Stable,Adequate,Standard
738,Old Gate 118,FCT,Nigeria,94173,571,30.98,3,6,3,0,14.7,17,39,32,1,85,2024,Low,No,5.4,Low Risk,0.185801955,Low,18/05/2024,Stable,Adequate,Standard
739,East Quarter 156,Kano,Nigeria,20870,513,7.43,1,16,6,2,20,26,31,11,3,50,2024,High,Yes,11.5,Medium Risk,0.492341897,Low,20/09/2024,Stable,Adequate,Standard
740,New Quarter 80,Lagos,Nigeria,65164,317,21.68,2,6,4,2,22.7,9,96,29,6,80,2024,Medium,No,4.95,Low Risk,0.249976597,Low,19/10/2024,Stable,Adequate,Standard
741,Old Market 81,Imo,Nigeria,58894,563,21.98,1,17,8,3,58.7,35,38,37,5,50,2024,High,Yes,13.95,Medium Risk,0.607948045,Medium,3/6/2024,Stable,Underserved,Standard
742,West Park 151,Kano,Nigeria,29676,70,10.28,1,14,8,4,72.2,44,17,22,3,50,2024,High,Yes,14.5,High Risk,0.617230081,Medium,19/07/2024,Stable,Adequate,Standard
743,Old District 47,Kaduna,Nigeria,58347,598,19.76,1,16,9,5,63.3,47,42,23,3,45,2024,High,Yes,16.15,High Risk,0.709536873,Critical,21/11/2024,Stable,Underserved,Structural Hotspot
744,East Estate 75,Borno,Nigeria,42867,319,16.95,1,18,9,6,33.4,59,10,12,1,35,2024,High,Yes,18.9,High Risk,0.802800603,Critical,18/09/2024,Stable,Underserved,Standard
745,Old Gate 110,Oyo,Nigeria,37254,123,12.45,1,15,6,4,59.7,39,28,17,2,60,2024,High,Yes,13.6,Medium Risk,0.573835032,Medium,14/12/2024,Stable,Adequate,Standard
746,South Market 132,Imo,Nigeria,47369,149,14.29,1,16,7,4,77.3,44,20,11,1,50,2023,High,No,14.95,High Risk,0.624937591,Medium,6/2/2023,Stable,Adequate,Structural Hotspot
747,Old Area 53,Kaduna,Nigeria,34168,122,8.9,1,14,7,3,49.3,42,10,27,2,45,2022,High,Yes,13.7,Medium Risk,0.557989651,Medium,27/05/2022,Stable,Adequate,Standard
748,West Estate 181,Borno,Nigeria,22196,137,7.44,1,19,10,5,28.8,50,25,42,1,35,2022,High,Yes,17.9,High Risk,0.785811057,Critical,11/6/2022,Stable,Adequate,Standard
749,North Quarter 5,Oyo,Nigeria,59120,225,18.68,1,15,7,3,62.7,36,21,19,4,60,2024,High,Yes,13.15,Medium Risk,0.557417568,Medium,10/10/2024,Stable,Underserved,Standard
750,New Market 169,FCT,Nigeria,64812,313,21.45,2,8,2,1,21,16,56,28,4,85,2024,Medium,Yes,5.95,Low Risk,0.222127886,Low,28/09/2024,Stable,Adequate,Standard
751,North Estate 84,Akwa Ibom,Nigeria,49368,113,15.37,1,15,7,4,61.8,38,41,40,8,52,2024,High,Yes,13.7,Medium Risk,0.593930726,Medium,18/01/2024,Stable,Underserved,Standard
752,New Area 147,Kaduna,Nigeria,17081,316,5.49,1,17,8,4,73.8,43,31,22,1,45,2024,High,No,15.4,High Risk,0.660250676,High,14/05/2024,Stable,Adequate,Structural Hotspot
753,Old Village 73,Borno,Nigeria,52826,388,16.98,1,23,10,5,31.5,56,10,10,1,35,2022,High,Yes,20.2,High Risk,0.862470096,Critical,17/12/2022,Stable,Underserved,Standard
754,Old Park 84,Kano,Nigeria,24731,165,6.75,1,17,7,6,24.6,52,21,0,4,50,2023,High,Yes,17,High Risk,0.723707614,Critical,21/07/2023,Stable,Adequate,Standard
755,New Quarter 78,Enugu,Nigeria,49735,165,15.07,2,12,5,2,17,38,10,39,2,55,2023,Medium,Yes,11.65,Medium Risk,0.440324007,Low,22/11/2023,Stable,Adequate,Standard
756,West Gate 128,Kaduna,Nigeria,33881,121,8.83,1,13,7,4,43.2,35,49,23,6,45,2024,High,Yes,12.55,Medium Risk,0.555601207,Medium,28/09/2024,Stable,Adequate,Standard
757,New Park 114,Enugu,Nigeria,22006,132,8.98,1,14,6,3,61.6,34,23,18,1,55,2022,High,Yes,12.25,Medium Risk,0.514209746,Medium,25/04/2022,Stable,Adequate,Standard
758,North Area 14,Oyo,Nigeria,27911,142,8.51,1,14,7,3,23.9,38,22,36,2,60,2023,High,Yes,13.1,Medium Risk,0.547463335,Medium,20/04/2023,Stable,Adequate,Standard
759,East Gate 30,FCT,Nigeria,42179,929,15.11,2,6,3,2,24.3,31,34,50,4,85,2024,Medium,Yes,8,Medium Risk,0.285144061,Low,16/07/2024,Stable,Adequate,Standard
760,East Village 52,Kaduna,Nigeria,109241,197,34.95,1,18,6,4,40.3,38,38,34,4,45,2023,High,Yes,14.5,High Risk,0.616855627,Medium,10/9/2023,Stable,Underserved,Standard
761,East Estate 142,Lagos,Nigeria,30232,420,7.89,2,9,2,0,14.8,20,38,60,5,80,2023,Medium,No,6.65,Low Risk,0.216621594,Low,10/2/2023,Stable,Adequate,Standard
762,East Gate 62,Imo,Nigeria,32559,77,9.57,1,11,5,4,34.2,35,53,16,6,50,2024,High,Yes,11.35,Medium Risk,0.479711879,Low,10/9/2024,Stable,Adequate,Standard
763,Old Market 30,Kaduna,Nigeria,24988,291,8.34,1,17,8,6,32.5,57,16,26,6,45,2022,High,No,18,High Risk,0.759592781,Critical,12/6/2022,Stable,Adequate,Standard
764,Old Estate 101,FCT,Nigeria,43182,402,15.69,2,12,3,3,20.8,33,42,29,7,85,2022,High,Yes,10.65,Medium Risk,0.412961566,Low,3/1/2022,Stable,Adequate,Standard
765,Old Quarter 119,Bauchi,Nigeria,65850,81,20.96,1,16,7,5,28.2,54,10,10,5,40,2023,High,No,16.7,High Risk,0.68250338,High,21/09/2023,Stable,Underserved,Standard
766,West Market 98,Enugu,Nigeria,38264,131,12.85,1,13,7,3,47.2,34,34,7,3,55,2022,High,Yes,12.15,Medium Risk,0.521719628,Medium,14/05/2022,Stable,Adequate,Standard
767,Old Village 72,Kano,Nigeria,20915,93,7.4,1,14,5,3,30,43,10,46,4,50,2024,High,Yes,13.35,Medium Risk,0.515166684,Medium,22/08/2024,Stable,Adequate,Standard
768,East Area 61,Lagos,Nigeria,61245,252,14.07,1,13,5,4,25.6,32,45,1,7,80,2024,High,Yes,11.6,Medium Risk,0.502251924,Low,12/12/2024,Stable,Adequate,Standard
769,New Village 143,Kaduna,Nigeria,25637,108,8.02,1,17,7,3,24.5,31,35,17,1,45,2024,High,Yes,13.1,Medium Risk,0.574694456,Medium,25/04/2024,Stable,Adequate,Standard
770,South Area 136,Enugu,Nigeria,25650,331,9.3,1,16,6,4,24.7,36,42,30,6,55,2024,High,No,13.5,Medium Risk,0.581157687,Medium,5/12/2024,Stable,Adequate,Standard
771,South District 16,Kaduna,Nigeria,11791,224,5,1,17,8,5,26.9,43,50,0,8,45,2022,High,Yes,15.65,High Risk,0.691500676,High,15/06/2022,Stable,Adequate,Standard
772,South Area 84,FCT,Nigeria,130579,655,44.87,2,12,6,4,9.6,40,46,39,10,85,2023,High,Yes,12.7,Medium Risk,0.530814437,Medium,2/11/2023,Stable,Adequate,Standard
773,East Estate 127,Plateau,Nigeria,38480,208,12.13,1,13,5,3,46.9,39,19,11,1,48,2023,High,Yes,12.4,Medium Risk,0.489422977,Low,10/9/2023,Stable,Adequate,Standard
774,Old Estate 144,Imo,Nigeria,79324,648,25.33,1,17,9,5,23.1,49,21,10,4,50,2024,High,Yes,16.8,High Risk,0.730017423,Critical,2/6/2024,Stable,Underserved,Standard
775,Central District 18,FCT,Nigeria,49233,790,17.03,1,12,7,3,26,30,49,39,6,85,2024,High,Yes,11.2,Medium Risk,0.495975921,Low,12/6/2024,Stable,Underserved,Standard
776,East Area 153,Oyo,Nigeria,35110,161,8.51,1,17,6,5,39,51,23,0,4,60,2024,High,No,16.35,High Risk,0.667098762,High,20/06/2024,Stable,Adequate,Standard
777,New Gate 83,Borno,Nigeria,29559,140,11.5,2,14,6,4,44.4,46,15,0,2,35,2023,High,Yes,14.3,High Risk,0.577038694,Medium,26/04/2023,Stable,Adequate,Standard
778,Central Park 65,Borno,Nigeria,23106,367,8.08,1,19,8,2,78.3,36,13,1,5,35,2024,High,Yes,14.55,High Risk,0.609764406,Medium,24/05/2024,At Risk,Adequate,Structural Hotspot
779,Old Gate 29,Rivers,Nigeria,131270,473,44.35,1,15,7,4,22.7,37,45,28,4,65,2024,High,Yes,13.55,Medium Risk,0.591299147,Medium,11/2/2024,Stable,Underserved,Standard
780,Old Gate 11,Enugu,Nigeria,38703,127,13.4,1,15,6,3,78.2,29,54,14,4,55,2023,High,Yes,11.85,Medium Risk,0.516269243,Medium,1/9/2023,Stable,Adequate,Standard
781,East Market 120,Akwa Ibom,Nigeria,60887,154,20.27,1,17,7,4,50.2,47,25,6,4,52,2023,High,Yes,15.75,High Risk,0.648049719,High,13/11/2023,Stable,Underserved,Standard
782,West Village 80,Akwa Ibom,Nigeria,67778,217,17.88,1,18,9,5,79.5,51,10,30,3,52,2023,High,Yes,17.45,High Risk,0.750497972,Critical,7/4/2023,Stable,Underserved,Structural Hotspot
783,North Gate 163,Rivers,Nigeria,14751,136,5.42,1,12,4,4,68,35,51,15,3,65,2024,High,Yes,11.45,Medium Risk,0.472201997,Low,14/09/2024,Stable,Adequate,Standard
784,Old Estate 175,Oyo,Nigeria,43415,63,13.18,1,16,7,3,46.7,36,27,28,3,60,2024,High,No,13.5,Medium Risk,0.572634959,Medium,5/1/2024,Stable,Adequate,Standard
785,Old Gate 195,Bauchi,Nigeria,29909,112,8.19,1,17,7,3,72.2,31,34,15,1,40,2024,High,Yes,13.1,Medium Risk,0.574694456,Medium,23/07/2024,At Risk,Adequate,Structural Hotspot
786,South Estate 3,Borno,Nigeria,25261,476,7.86,1,16,8,2,30.2,36,10,6,3,35,2024,High,Yes,13.5,Medium Risk,0.564112232,Medium,26/12/2024,Stable,Adequate,Standard
787,New Village 83,Akwa Ibom,Nigeria,55855,61,15.82,1,17,7,6,20.9,51,31,11,6,52,2024,High,No,16.85,High Risk,0.721076035,Critical,25/04/2024,Stable,Underserved,Standard
788,East Estate 151,Kano,Nigeria,38434,67,13.34,1,14,6,1,33.9,27,25,36,1,50,2024,High,Yes,10.7,Medium Risk,0.433288694,Low,12/9/2024,Stable,Adequate,Standard
789,West Estate 69,Plateau,Nigeria,46725,222,14.78,1,15,7,5,40,46,26,28,3,48,2023,High,Yes,15.15,High Risk,0.646233358,High,7/9/2023,Stable,Adequate,Standard
790,North District 154,FCT,Nigeria,55981,611,20.4,2,9,3,2,11.6,20,58,20,4,85,2023,Medium,Yes,7.4,Medium Risk,0.301848866,Low,19/05/2023,Stable,Adequate,Standard
791,Old Quarter 109,Oyo,Nigeria,39253,233,13.16,1,14,5,4,55.2,49,10,14,1,60,2024,High,Yes,14.5,High Risk,0.562206158,Medium,22/08/2024,Stable,Adequate,Standard
792,New Gate 33,Lagos,Nigeria,74189,829,25.67,2,7,2,1,16.7,23,38,28,6,80,2023,Medium,No,6.65,Low Risk,0.225331548,Low,16/07/2023,Stable,Adequate,Standard
793,Central Area 111,Kano,Nigeria,24227,165,9.13,1,17,5,2,70.3,27,40,20,2,50,2024,High,Yes,11.75,Medium Risk,0.487463595,Low,7/12/2024,Stable,Adequate,Structural Hotspot
794,Old Estate 93,Oyo,Nigeria,41115,660,13.29,1,13,5,3,55.9,48,10,29,5,60,2023,High,Yes,13.75,Medium Risk,0.513107187,Medium,4/5/2023,Stable,Adequate,Standard
795,East Area 190,FCT,Nigeria,52892,499,19.22,2,9,5,3,11.3,21,78,44,8,85,2024,Medium,No,8.3,Medium Risk,0.381184991,Low,23/12/2024,Stable,Adequate,Standard
796,South District 22,Imo,Nigeria,55138,234,18.2,1,17,7,4,41.9,35,44,18,1,50,2024,High,Yes,13.95,Medium Risk,0.616470772,Medium,15/03/2024,Stable,Underserved,Standard
797,South Area 176,Rivers,Nigeria,49159,221,17.59,2,10,7,3,74.3,37,36,9,3,65,2023,Medium,Yes,11.55,Medium Risk,0.483962191,Low,7/7/2023,Stable,Adequate,Standard
798,West District 169,Akwa Ibom,Nigeria,35271,217,10.89,1,16,9,5,63.8,54,10,18,5,52,2024,High,Yes,17.2,High Risk,0.727957926,Critical,14/11/2024,Stable,Adequate,Structural Hotspot
799,North Estate 174,Borno,Nigeria,30034,97,8.56,1,19,6,4,41.7,47,10,20,3,35,2024,High,Yes,16.2,High Risk,0.655757229,High,5/8/2024,Stable,Adequate,Standard
800,West Quarter 97,Akwa Ibom,Nigeria,104724,175,27.9,1,17,7,3,75.2,39,21,29,6,52,2024,High,Yes,14.3,High Risk,0.595747088,Medium,8/6/2024,Stable,Underserved,Structural Hotspot
801,New Park 165,Kaduna,Nigeria,28529,86,9.14,1,17,7,4,39.5,49,10,10,2,45,2022,High,Yes,16.05,High Risk,0.653312877,High,2/5/2022,Stable,Adequate,Standard
802,New Estate 158,Borno,Nigeria,20792,269,8.18,1,17,10,6,79.4,51,33,0,3,35,2024,High,Yes,17.6,High Risk,0.789257853,Critical,24/05/2024,At Risk,Adequate,Structural Hotspot
803,New Market 158,Akwa Ibom,Nigeria,80177,319,19.03,1,15,8,5,70.4,43,30,31,5,52,2024,High,Yes,14.95,High Risk,0.661065893,High,27/10/2024,Stable,Underserved,Standard
804,East Park 191,Borno,Nigeria,25739,153,7.74,1,15,9,6,21.4,55,10,15,1,35,2022,High,Yes,17.25,High Risk,0.746622114,Critical,20/03/2022,Stable,Adequate,Standard
805,New Village 73,Oyo,Nigeria,28319,117,8.71,1,11,5,2,76.7,28,38,25,4,60,2024,High,Yes,9.8,Medium Risk,0.398790826,Low,12/5/2024,Stable,Adequate,Standard
806,South Village 147,Kano,Nigeria,19148,178,5.35,1,16,7,4,74.9,45,10,34,3,50,2024,High,Yes,15.1,High Risk,0.62756917,Medium,4/11/2024,Stable,Adequate,Structural Hotspot
807,Central District 29,Plateau,Nigeria,20663,241,8.38,1,16,9,4,70.8,44,10,17,1,48,2023,High,Yes,15.45,High Risk,0.670392136,High,6/6/2023,Stable,Adequate,Structural Hotspot
808,New District 78,Lagos,Nigeria,73296,468,24.23,2,6,4,2,15.2,23,52,42,6,80,2023,Medium,No,7.05,Medium Risk,0.286818702,Low,5/9/2023,Stable,Adequate,Standard
809,Central Market 57,Plateau,Nigeria,48448,325,14.81,1,18,9,4,58.6,49,10,19,2,48,2022,High,Yes,16.9,High Risk,0.713984814,Critical,1/2/2022,Stable,Adequate,Standard
810,Central Village 54,Kaduna,Nigeria,37960,300,14.37,1,19,8,5,29.2,48,27,34,1,45,2024,High,Yes,17.1,High Risk,0.735093353,Critical,26/02/2024,Stable,Adequate,Standard
811,Central Gate 30,Oyo,Nigeria,37267,286,13.61,1,17,6,3,57.2,27,52,6,2,60,2024,High,Yes,12.25,Medium Risk,0.541440867,Medium,21/06/2024,Stable,Adequate,Standard
812,New Market 98,FCT,Nigeria,64384,375,20.47,2,9,2,2,14.4,23,62,22,10,85,2024,Medium,No,7.6,Medium Risk,0.28701633,Low,10/12/2024,Stable,Adequate,Standard
813,Old District 83,Borno,Nigeria,31832,253,11.01,1,18,8,5,20.2,45,32,16,2,35,2024,High,No,16.3,High Risk,0.711981225,Critical,21/01/2024,Stable,Adequate,Standard
814,West Quarter 3,FCT,Nigeria,69836,392,20.42,2,9,3,2,29.3,16,71,7,1,85,2024,Medium,No,6.8,Low Risk,0.29132255,Low,13/12/2024,Stable,Adequate,Standard
815,East Quarter 78,Oyo,Nigeria,26825,303,7.19,2,10,5,4,77.9,41,20,19,5,60,2024,Medium,Yes,11.9,Medium Risk,0.480283961,Low,14/02/2024,Stable,Adequate,Standard
816,East Market 161,Plateau,Nigeria,51550,575,15.6,1,14,6,3,36.6,39,25,18,4,48,2023,High,Yes,13,Medium Risk,0.527367641,Medium,20/11/2023,Stable,Underserved,Standard
817,East Area 143,Imo,Nigeria,31190,65,8.76,1,16,8,3,65.7,37,29,1,5,50,2024,High,Yes,13.9,Medium Risk,0.597993811,Medium,26/03/2024,Stable,Adequate,Structural Hotspot
818,New District 153,Imo,Nigeria,39976,108,13.33,2,11,5,3,64.2,34,37,46,2,50,2022,High,Yes,10.95,Medium Risk,0.4458303,Low,16/01/2022,Stable,Adequate,Standard
819,Central Park 67,Plateau,Nigeria,23124,389,8.6,1,18,8,4,32.4,44,10,18,1,48,2024,High,Yes,15.9,High Risk,0.678099646,High,1/1/2024,Stable,Adequate,Standard
820,Old Market 53,Borno,Nigeria,35183,176,10.24,1,17,10,2,15.6,37,19,0,5,35,2024,High,Yes,14.5,High Risk,0.627415748,Medium,9/1/2024,Stable,Adequate,Standard
821,Central Estate 115,FCT,Nigeria,71685,478,24.85,3,8,4,2,23.3,25,47,31,7,85,2024,Low,No,8.05,Medium Risk,0.322516642,Low,6/12/2024,Stable,Adequate,Standard
